2025-05-26 21:14:45 - Episode 185/20000, Reward: -212.00, Epsilon Home: 0.0593, Epsilon Away: 0.1385, Score: 9-7
2025-05-26 21:14:52 - Episode 186/20000, Reward: -260.00, Epsilon Home: 0.0590, Epsilon Away: 0.1378, Score: 17-6
2025-05-26 21:14:58 - Episode 187/20000, Reward: -235.00, Epsilon Home: 0.0587, Epsilon Away: 0.1371, Score: 24-2
2025-05-26 21:15:04 - Episode 188/20000, Reward: -308.00, Epsilon Home: 0.0585, Epsilon Away: 0.1364, Score: 17-18
2025-05-26 21:15:11 - Episode 189/20000, Reward: -269.00, Epsilon Home: 0.0582, Epsilon Away: 0.1357, Score: 13-11
2025-05-26 21:15:18 - Episode 190/20000, Reward: -253.00, Epsilon Home: 0.0579, Epsilon Away: 0.1350, Score: 16-9
2025-05-26 21:15:24 - Episode 191/20000, Reward: -280.00, Epsilon Home: 0.0576, Epsilon Away: 0.1344, Score: 12-10
2025-05-26 21:15:30 - Episode 192/20000, Reward: -239.00, Epsilon Home: 0.0573, Epsilon Away: 0.1337, Score: 9-6
2025-05-26 21:15:37 - Episode 193/20000, Reward: -230.00, Epsilon Home: 0.0570, Epsilon Away: 0.1330, Score: 14-2
2025-05-26 21:15:43 - Episode 194/20000, Reward: -220.00, Epsilon Home: 0.0567, Epsilon Away: 0.1324, Score: 25-4
2025-05-26 21:15:50 - Episode 195/20000, Reward: -262.00, Epsilon Home: 0.0564, Epsilon Away: 0.1317, Score: 15-0
2025-05-26 21:15:56 - Episode 196/20000, Reward: -284.00, Epsilon Home: 0.0562, Epsilon Away: 0.1310, Score: 8-5
2025-05-26 21:16:02 - Episode 197/20000, Reward: -284.00, Epsilon Home: 0.0559, Epsilon Away: 0.1304, Score: 17-10
2025-05-26 21:16:09 - Episode 198/20000, Reward: -212.00, Epsilon Home: 0.0556, Epsilon Away: 0.1297, Score: 6-16
2025-05-26 21:16:15 - Episode 199/20000, Reward: -258.00, Epsilon Home: 0.0553, Epsilon Away: 0.1291, Score: 18-2
2025-05-26 21:16:22 - Episode 200/20000, Reward: -249.00, Epsilon Home: 0.0550, Epsilon Away: 0.1284, Score: 11-6
2025-05-26 21:16:28 - Episode 201/20000, Reward: -249.00, Epsilon Home: 0.0548, Epsilon Away: 0.1278, Score: 21-0
2025-05-26 21:16:34 - Episode 202/20000, Reward: -318.00, Epsilon Home: 0.0545, Epsilon Away: 0.1272, Score: 17-6
2025-05-26 21:16:40 - Episode 203/20000, Reward: -235.00, Epsilon Home: 0.0542, Epsilon Away: 0.1265, Score: 11-8
2025-05-26 21:16:47 - Episode 204/20000, Reward: -259.00, Epsilon Home: 0.0540, Epsilon Away: 0.1259, Score: 25-7
2025-05-26 21:16:53 - Episode 205/20000, Reward: -339.00, Epsilon Home: 0.0537, Epsilon Away: 0.1253, Score: 21-9
